STATION_CODE,STATION_NAME,DIVISION,ZONE,DISTRICT,STATE,WORKING HOURS FROM,WORKING HOURS TO,TERMINAL TYPE,AVG. RAKES HANDLING,LINE COUNT,HANDLING TYPE,WAREHOUSE_AVAILABLE (YES/NO),OWNER,ASSOCIATED WEIGHBRIDGE,ALTERNATE WEIGHBRIDGE,TANK HANDLING (YES/NO),LATITUDE,LONGITUDE
FZD,FIROZABAD,PRYJ,NC,FIROZABAD,UTTAR PRADESH,06:00,22:00,CRT,1.8,1.0,MANUAL,N,IR,,,N,27.147601,78.386622
HGJ,HARDUAGANJ,PRYJ,NC,ALIGARH,UTTAR PRADESH,06:00,22:00,CRT,8.4,1.0,MANUAL,N,IR,,,N,27.98985,78.12797222
HRF,HATHRAS QILAH,PRYJ,NC,HATHRAS,UTTAR PRADESH,06:00,22:00,CRT,6.3,5.0,MANUAL,Y,IR,,,N,27.59487833,78.05814667
HSLN,"HINDUSTAN STEEL LTD, NAINI JN.",PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,17:00,PRVT-SDNG,7.1,2.0,MECHANICAL,Y,SAIL,"CAR, GMC",,N,25.393428,81.860332
ICDD,"INLAND CONTAINER DEPOT, DADRI",PRYJ,NC,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,,PRVT-SDNG,1.7,6.0,MECHANICAL,Y,CONR,,,N,28.53816,77.537642
ICDG,INLAND CONTAINER DEPOT AT JUHI/KANPUR,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,,,PRVT-SDNG,8.6,1.0,MECHANICAL,Y,CONR,GMC,,N,26.4499,80.3319
IDGJ,IRADAT GANJ,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,CRT,6.2,1.0,MANUAL,N,IR,,,N,25.31803333,81.81958
IOCS,"INDIAN OIL CORPORATION,  SUBEDARGANJ",PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,1.1,2.0,MECHANICAL,Y,IOC,,,Y,25.440019,81.790037
IOPK,"INDIAN OIL CORPORATION, PANKI",PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,00:00,23:59,PRVT-SDNG,5.9,2.0,MECHANICAL,N,IOC,GMC,,Y,26.459662,80.236931
JPCC,M/S JAYPEE CHURK INDUSTRIAL COMPLEX (JCIC),PRYJ,NC,SONBHADRA,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,7.7,4.0,BOTH,N,JPCC,CAR,,N,24.6498787,83.1034006
JPTE,M/S JAWAHARPUR THERMAL POWER PLANT,PRYJ,NC,ETAH,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,5.4,,,,,,,,27.572075,78.653735
JUI,KANPUR JUHI GOODS,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,06:00,22:00,CRT,7.7,3.0,MANUAL,N,IR,GMC,,N,26.4499,80.3319
KRJ,KHURJA JN.,PRYJ,NC,BULANDSHAHR,UTTAR PRADESH,06:00,23:59,CRT,2.1,5.0,BOTH,N,IR,,,N,28.206313,77.819603
LPGK,"LPG BOTTLING PLANT SIDING, GANGAGANJ PANKI",PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,06:00,18:00,PRVT-SDNG,2.3,2.0,MECHANICAL,N,IOC,GMC,,Y,26.459662,80.236931
MJAC,M/S JAI PRAKASH ASSOCIATES LTD.CEMENT SIDING,PRYJ,NC,MIRZAPUR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,5.7,4.0,BOTH,N,JAL,CAR,,N,25.103671,82.875023
MKFP,M/S KANPUR FERTILIZERS AND CHEMICALS LIMITED,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,,,PRVT-SDNG,1.4,2.0,MANUAL,Y,IR,,,N,26.459662,80.236931
MKPP,M/S KANPUR LOGISTICS PARK PRIVATE LIMITED,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,,,PRVT-SDNG,3.8,2.0,BOTH,Y,PMLP,GMC,,Y,26.459662,80.236931
MNQ,MAINPURI,PRYJ,NC,MAINPURI,UTTAR PRADESH,06:00,22:00,CRT,3.6,2.0,MANUAL,N,IR,,,N,27.216395,79.03334167
MTPH,"THERMAL POWER HOUSE (OLD AND NEW), PANKI",PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,00:00,23:59,PRVT-SDNG,8.3,2.0,MECHANICAL,N,UPEB,GMC,,N,26.459662,80.236931
MUNU,M/S MEJA URJA NIGAM (P) LIMITED,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,23:59,PRVT-SDNG,3.1,5.0,BOTH,N,MUNP,,,N,25.201058,82.141514
MWH,MALWAN,PRYJ,NC,FATEHPUR,UTTAR PRADESH,,,CRT,2.6,2.0,BOTH,N,IR,,,N,26.017606,80.685954
MWUE,MAHRAWAL,PRYJ,NC,ALIGARH,UTTAR PRADESH,00:00,22:00,CRT,2.2,,,,,,,,27.937849,78.042041
MZP,MIRZAPUR,PRYJ,NC,MIRZAPUR,UTTAR PRADESH,06:00,22:00,CRT,3.4,1.0,MANUAL,N,IR,,,N,25.13429,82.569809
NBPM,NEW BHAUPUR,PRYJ,NC,KANPUR DEHAT,UTTAR PRADESH,,,PRVT-SDNG,1.1,5.0,BOTH,N,TALD,,,N,26.476412,80.025101
NBUE,NIBKARORI,PRYJ,NC,FARRUKHABAD,UTTAR PRADESH,06:00,22:00,CRT,2.2,,,,,,,,27.32887833,79.41002167
NDKK,NEW DAUDKHAN,PRYJ,NC,ALIGARH,UTTAR PRADESH,06:00,23:59,PRVT-SDNG,2.4,2.0,MANUAL,N,TALD,,,N,27.830424,78.098717
NKCN,NEW KARCHANA,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,4.1,,,,,,,,25.377381,81.866158
NTCD,"NATIONAL THERMAL POWER HOUSE SDG,  DADRI",PRYJ,NC,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,00:00,23:59,PRVT-SDNG,4.7,7.0,MECHANICAL,Y,NTPC,NTCD,,Y,28.53816,77.537642
NYN,NAINI JN.,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,CRT,6.3,4.0,BOTH,N,IR,"CAR, GMC",,N,25.393388,81.860511
PBCP,BHARAT PETROLEUM CORPORATION LTD. PANKI,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,1.1,1.0,MECHANICAL,N,BPCL,GMC,,Y,26.459662,80.236931
PDAI,PRIVATE SIDING FOR DFCCIL AT NEW AHRAURA ROAD,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,4.9,,,,,,,,25.31803333,81.81958
PHSH,"POWER HOUSE (A) SIDING,  HARDUA GANJ",PRYJ,NC,ALIGARH,UTTAR PRADESH,00:00,23:59,PRVT-SDNG,5.7,9.0,MECHANICAL,N,UPVL,,,Y,28.005617,78.140945
PNKD,PANKI DHAM,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,06:00,22:00,CRT,1.6,1.0,MECHANICAL,N,IR,GMC,,N,26.45979,80.237945
PNKR,NEW KANPUR FOR DFCCIL PVT SIDING,PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,8.9,,,,,,,,26.351085,80.437256
PNPP,NEW PAHARA,PRYJ,NC,MIRZAPUR,UTTAR PRADESH,00:00,23:59,PRVT-SDNG,1.7,2.0,BOTH,N,GILS,,,N,25.119331,82.723446
PNRR,NEW RAMVA,PRYJ,NC,FATEHPUR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,5.4,1.0,MANUAL,N,GILS,,,N,25.892585,80.849247
PNSS,NEW SUJATPUR BY DFCCIL,PRYJ,NC,KAUSHAMBI,UTTAR PRADESH,,,PRVT-SDNG,2.0,,,,,,,,25.60597167,81.40219028
PPGS,"M/S PRAYAGRAJ POWER GENERATION CO. LIMITED, BARA",PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,3.4,4.0,BOTH,N,PPGC,,,N,25.223,81.6781
SATP,"STEEL AUTHORITY OF INDIA LTD. SIDING, PANKI",PRYJ,NC,KANPUR NAGAR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,8.3,2.0,MECHANICAL,Y,SAIL,GMC,,N,26.459662,80.236931
SBDR,SONBHADRA,PRYJ,NC,SONBHADRA,UTTAR PRADESH,06:00,,CRT,5.7,3.0,MANUAL,N,IR,,,N,24.68326833,83.078075
SFG,SUBEDARGANJ,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,CRT,2.1,8.0,BOTH,N,IR,,,N,25.440019,81.790037
SFHX,"SHADOW FACTORY SIDING, HARDUA GANJ",PRYJ,NC,ALIGARH,UTTAR PRADESH,06:00,23:59,RLY-SDNG,8.4,,,,IR,,,,28.005617,78.140945
SKB,SHIKOHABAD JN.,PRYJ,NC,FIROZABAD,UTTAR PRADESH,06:00,22:00,CRT,2.1,3.0,MANUAL,N,IR,,,N,27.086066,78.575335
SKGH,SAKTESGARH,PRYJ,NC,MIRZAPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,8.6,3.0,MECHANICAL,N,IR,CAR,,N,24.99946167,82.82177
SRJ,SHANKARGARH,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,20:00,CRT,2.4,2.0,MANUAL,N,IR,,,N,25.18060833,81.61393833
TDL,TUNDLA JN.,PRYJ,NC,FIROZABAD,UTTAR PRADESH,06:00,,CRT,1.3,2.0,MANUAL,N,IR,,,N,27.207847,78.233385
TKGD,GCT M/S THDC INDIA LTD KSTPP SIDING SERVED BY DANWAR (DAR),PRYJ,NC,BULANDSHAHR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,8.8,,,,,,,,28.126531,77.886542
UCLB,M/S ULTRA TECH CEMENT GRINDING UNIT SIDING,PRYJ,NC,PRAYAGRAJ,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,1.6,,,,,,,,25.18469333,81.65022667
UTCH,M/S ULTRA TECH CEMENT LTD,PRYJ,NC,ALIGARH,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,7.0,,,,,,,,27.98985,78.12797222
WCLS,M/S WONDER CEMENT LTD SIDING SERVED BY SOMNA,PRYJ,NC,ALIGARH,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,9.6,,,,,,,,28.051594,77.949496
BPOB,BHARAT PETROLEUM OIL DEPOT SDG BAITALPUR,BSB,NE,DEORIA,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,5.5,2.0,MECHANICAL,Y,IR,,,Y,26.5521834,83.7380772
CC,CHAURI CHAURA,BSB,NE,GORAKHPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,4.9,1.0,MANUAL,N,IR,,,N,26.64494167,83.58736944
CHPG,CHHAPRA GRAMIN,BSB,NE,SARAN,BIHAR,06:00,00:00,GOODS-SHED,9.2,1.0,MANUAL,N,IR,,,N,25.78056667,84.77781389
DEOS,DEORIA SADAR,BSB,NE,DEORIA,UTTAR PRADESH,00:00,00:00,GOODS-SHED,4.5,2.0,MANUAL,N,IR,,,N,26.50806111,83.78233889
GMUV,FCI SIDING MANDUADIH,BSB,NE,VARANASI,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,5.0,1.0,MANUAL,N,FCI,,,N,25.326901,82.986088
GTST,GAUTAMSTHAN,BSB,NE,SARAN,BIHAR,,,GOODS-SHED,3.4,1.0,MANUAL,N,IR,,,N,25.789915,84.638867
HTW,HATHUA,BSB,NE,GOPALGANJ,BIHAR,,,GOODS-SHED,7.9,1.0,MANUAL,N,IR,,,N,26.369923,84.340216
IAA,INDARA JN.,BSB,NE,MAU,UTTAR PRADESH,06:00,22:00,GOODS-SHED,1.4,1.0,MANUAL,N,IR,,,N,25.98711722,83.618581
KHM,KUSMHI,BSB,NE,GORAKHPUR,UTTAR PRADESH,,,GOODS-SHED,9.0,2.0,MANUAL,N,IR,,,N,26.700489,83.495191
KRT,KHURAHAT,BSB,NE,MAU,UTTAR PRADESH,06:00,22:00,GOODS-SHED,2.2,,,,,,,,25.98512778,83.45558333
MBS,MADHOSINGH,BSB,NE,BHADOHI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,6.5,1.0,MANUAL,N,IR,,,N,25.249936,82.552093
MSGS,MADHOSINGH GOODS SHED,BSB,NE,BHADOHI,UTTAR PRADESH,06:00,22:00,CRT,2.2,,,,,,,,25.249781,82.552128
MW,MAIRWA,BSB,NE,SIWAN,BIHAR,,,GOODS-SHED,1.4,1.0,MANUAL,N,IR,,,N,26.239793,84.151478
NDJ,NANDGANJ,BSB,NE,GHAZIPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.8,,,,,,,,25.544725,83.39735556
PEP,PHEPHNA JN.,BSB,NE,BALLIA,UTTAR PRADESH,06:00,22:00,GOODS-SHED,4.4,1.0,MANUAL,N,IR,,,N,25.77005833,84.051075
PHY,PHARIHA,BSB,NE,AZAMGARH,UTTAR PRADESH,06:00,22:00,GOODS-SHED,1.5,,,,,,,,26.00727944,83.02932956
POU,PADRAUNA,BSB,NE,KUSHI NAGAR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,5.3,1.0,MANUAL,N,IR,,,N,26.89755,83.98263056
SANR,SARDAR NAGAR,BSB,NE,GORAKHPUR,UTTAR PRADESH,,,GOODS-SHED,2.3,1.0,MANUAL,N,IR,,,N,26.673874,83.545243
SV,SIWAN JN.,BSB,NE,SIWAN,BIHAR,00:00,00:00,GOODS-SHED,5.8,2.0,MANUAL,N,IR,,,N,26.210716,84.359896
AALJ,ADANI AGRI LOGISTICS (KANNAUJ) LIMITED GCT JASODA,IZN,NE,KANNAUJ,UTTAR PRADESH,,,PRVT-SDNG,4.4,,,,,,,,27.08382,79.81907167
BFPA,BHOPATPUR,IZN,NE,PILIBHIT,UTTAR PRADESH,06:00,22:00,GOODS-SHED,6.1,,,,,,,,28.452091,79.812241
BHI,BAHERI,IZN,NE,BAREILLY,UTTAR PRADESH,06:00,22:00,GOODS-SHED,4.0,1.0,BOTH,N,IR,,,Y,28.77885,79.500695
BLQR,BILASPUR ROAD,IZN,NE,RAMPUR,UTTAR PRADESH,06:00,22:00,CRT,7.1,1.0,MANUAL,N,IR,,,N,28.86504333,79.25383667
BPZ,BAZPUR,IZN,NE,UDAM SINGH NAGAR,UTTARAKHAND,,,GOODS-SHED,3.4,1.0,MANUAL,N,IR,,,N,29.15802833,79.14654667
BSUR,BISALPUR,IZN,NE,PILIBHIT,UTTAR PRADESH,00:00,23:59,GOODS-SHED,9.4,,,,IR,,,,28.290286,79.812369
CPML,CENTURY PULP AND PAPER MILLS LTD. LALKUA,IZN,NE,NAINITAL,UTTARAKHAND,06:00,22:00,PRVT-SDNG,7.7,3.0,MANUAL,N,CPPL,,,N,29.071174,79.517241
FBD,FARRUKHABAD,IZN,NE,FARRUKHABAD,UTTAR PRADESH,06:00,23:59,GOODS-SHED,7.5,1.0,MANUAL,N,IR,,,N,27.382085,79.57135167
GTP,GHATPURI,IZN,NE,BUDAUN,UTTAR PRADESH,06:00,22:00,GOODS-SHED,4.2,,,,,,,,28.12713333,79.207115
HLDD,HALDI ROAD,IZN,NE,UDAM SINGH NAGAR,UTTARAKHAND,06:00,22:00,CRT,9.9,1.0,MANUAL,N,IR,,,N,29.03918333,79.45945333
KIFH,M/S KASHIPUR INFRASTRUCTURE AND FREIGHT TERMINAL PVT.LTD SDG,IZN,NE,UDAM SINGH NAGAR,UTTARAKHAND,06:00,22:00,PRVT-SDNG,2.0,3.0,BOTH,N,IIPL,,,N,29.175395,78.996708
KPV,KASHI PUR JN.,IZN,NE,UDAM SINGH NAGAR,UTTARAKHAND,06:00,22:00,GOODS-SHED,1.1,3.0,BOTH,N,IR,,,N,29.20447,78.96110667
KSJ,KASGANJ JN.,IZN,NE,KASGANJ,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.0,4.0,MANUAL,N,IR,,,N,27.80151167,78.645635
LIOC,"IOC Siding, Lalkua",IZN,NE,NAINITAL,UTTARAKHAND,06:00,22:00,PRVT-SDNG,4.2,3.0,BOTH,N,IOC,,,Y,29.071174,79.517241
LKU,LALKUA JN.,IZN,NE,NAINITAL,UTTARAKHAND,06:00,22:00,GOODS-SHED,7.4,2.0,MANUAL,N,IR,,,N,29.07226167,79.51749
MEU,MENDU HALT,IZN,NE,HATHRAS,UTTAR PRADESH,,,GOODS-SHED,4.3,,,,IR,,,,27.62037333,78.11989167
PBE,PILIBHIT JN.,IZN,NE,PILIBHIT,UTTAR PRADESH,06:00,22:00,GOODS-SHED,4.7,,,,IR,,,,28.61537833,79.814005
PP,PURANPUR,IZN,NE,PILIBHIT,UTTAR PRADESH,06:00,22:00,GOODS-SHED,3.2,,,,IR,,,,28.51524444,80.15047778
RUPC,RUDRAPUR CITY,IZN,NE,UDAM SINGH NAGAR,UTTARAKHAND,06:00,22:00,GOODS-SHED,9.4,3.0,MANUAL,N,IR,,,N,28.96957833,79.37967333
SCIC,M/S SIDCUL CONCOR INFRA COMPANY LTD. PFT SIDING,IZN,NE,UDAM SINGH NAGAR,UTTARAKHAND,06:00,22:00,PRVT-SDNG,4.7,2.0,BOTH,N,CONR,,,N,25.9625,83.6414
SZN,SHAHBAZ NAGAR,IZN,NE,SHAHJAHANPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.0,,,,,,,,27.928446,79.88657
TPU,TANAKPUR,IZN,NE,CHAMPAWAT,UTTARAKHAND,06:00,22:00,GOODS-SHED,7.1,,,,IR,,,,29.067415,80.10957833
UJH,UJHANI,IZN,NE,BUDAUN,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.3,1.0,BOTH,N,IR,,,Y,27.99504,79.015425
ANDN,ANAND NAGAR,LJN,NE,MAHARAJGANJ,UTTAR PRADESH,00:00,00:00,GOODS-SHED,9.7,1.0,MANUAL,N,IR,,,N,27.09889722,83.26966944
AULS,ANKUR UDYOG LIMITED (STEEL DIVISION) GCT SAHJANWA,LJN,NE,GORAKHPUR,UTTAR PRADESH,,,PRVT-SDNG,4.9,,,,,,,,26.763545,83.21517
BKT,BAKSHI KA TALAB,LJN,NE,LUCKNOW,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.1,,,,,,,,26.983582,80.922461
BLP,BALRAMPUR,LJN,NE,BALRAMPUR,UTTAR PRADESH,,,CRT,6.2,1.0,MANUAL,N,IR,,,N,27.415221,82.160453
BPCG,"BHARAT PETROLEUM CORPORATION SDG, GONDA KACHAHRI",LJN,NE,GONDA,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,1.7,1.0,BOTH,N,BPCL,,,Y,27.1426,81.93831
BRK,BAHRAICH,LJN,NE,BAHRAICH,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.9,,,,IR,,,,27.58216117,81.60749667
BRKM,BAHRAICH,LJN,NE,BAHRAICH,UTTAR PRADESH,06:00,22:00,GOODS-SHED,5.1,,,,,,,,27.689152,81.605844
BST,BASTI,LJN,NE,BASTI,UTTAR PRADESH,,,GOODS-SHED,4.0,2.0,MANUAL,Y,IR,,,N,26.81559483,82.76920367
BUW,BURHWAL JN.,LJN,NE,BARABANKI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,2.0,2.0,MECHANICAL,N,IR,,,N,27.08606883,81.38977933
BV,BABHNAN,LJN,NE,BASTI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.9,0.5,MANUAL,N,IR,,,N,26.938077,82.501544
BVN,BISWAN,LJN,NE,SITAPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,1.1,1.0,MANUAL,N,IR,,,N,27.48848217,80.99137583
BXM,BELRAYAN,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,4.3,,,,,,,,28.37935278,80.91590556
CLW,CHILWARIYA,LJN,NE,BAHRAICH,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.5,1.0,MANUAL,N,IR,,,N,27.50011,81.68655467
DDW,DUDWA,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,8.3,,,,,,,,28.5090325,80.67318167
FBWG,FLUSH BUTT WELDING POINT,LJN,NE,GONDA,UTTAR PRADESH,,,RLY-SDNG,8.1,2.0,BOTH,N,IR,,,N,27.154553,81.978092
FCC,"FOOD CORPORATION OF INDIA SDG, GORAKHPUR CANTT.",LJN,NE,GORAKHPUR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,2.4,1.0,MANUAL,Y,FCI,,,N,26.751129,83.417301
FIK,"FOOD CORPORATION OF INDIA SDG, GONDA KACHAHRI",LJN,NE,GONDA,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,2.4,3.0,MANUAL,Y,FCI,,,N,27.1426,81.93831
GDK,GONDA KACHAHRI,LJN,NE,GONDA,UTTAR PRADESH,06:00,22:00,GOODS-SHED,2.5,1.0,MANUAL,Y,IR,,,N,27.140235,81.93429683
GK,GOLA GOKARANNATH,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.8,1.0,MANUAL,N,IR,,,N,28.084551,80.475368
HURN,"HINDUSTAN URVARAK EVAM RASAYAN LIMITED SIDING,GORAHAKHPUR",LJN,NE,GORAKHPUR,UTTAR PRADESH,00:00,00:00,PRVT-SDNG,4.6,,,,,,,,26.802775,83.36039444
JEA,NAKAHA JUNGLE,LJN,NE,GORAKHPUR,UTTAR PRADESH,00:00,00:00,CRT,5.9,3.0,MANUAL,Y,IR,,,N,26.802775,83.36039444
KB,KHAIRABAD (AVADH),LJN,NE,SITAPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.1,1.0,MANUAL,Y,IR,,,N,27.520908,80.740414
KEA,KATRA,LJN,NE,GONDA,UTTAR PRADESH,06:00,22:00,GOODS-SHED,8.1,1.0,MANUAL,N,IR,,,N,26.844296,82.204398
KLD,KHALILABAD,LJN,NE,SANT KABEER NAGAR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.0,1.0,MANUAL,N,IR,,,N,26.77481111,83.05535278
MGIS,"M/S GALLANTT ISPAT LTD, SIDING,SAHJANWA",LJN,NE,GORAKHPUR,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,7.9,1.0,BOTH,N,GALI,,,N,26.763545,83.21517
MLN,MAILANI JN.,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.3,,,,IR,,,,28.284247,80.34784
MLNM,MAILANI,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,8.0,,,,,,,,28.314053,80.418549
MMB,MAHMUDABAD (AVADH),LJN,NE,SITAPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,8.5,1.0,MANUAL,N,IR,,,N,27.289712,81.11400333
NNP,NANPARA JN.,LJN,NE,BAHRAICH,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.1,,,,IR,,,,27.860178,81.5128
NPR,NEPALGANJ ROAD,LJN,NE,BAHRAICH,UTTAR PRADESH,06:00,22:00,GOODS-SHED,9.5,,,,,,,,28.010922,81.60078
NTV,NAUTANWA,LJN,NE,MAHARAJGANJ,UTTAR PRADESH,06:00,22:00,CRT,4.8,2.0,MANUAL,N,IR,,,N,27.42516667,83.42048889
PD,PHARADAHAN,LJN,NE,KHERI,UTTAR PRADESH,00:00,23:59,GOODS-SHED,8.8,,,,,,,,27.993947,80.632439
PLK,PALIAKALAN,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.9,,,,IR,,,,28.426464,80.582561
PSN,PARSENDI,LJN,NE,SITAPUR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.7,1.0,MANUAL,N,IR,,,N,27.57890083,80.84288283
SDDN,SIDDHARTH NAGAR,LJN,NE,SIDDHARTH NAGAR,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.5,,,,,,,,27.275,83.088269
SUBR,SUBHAGPUR,LJN,NE,GONDA,UTTAR PRADESH,06:00,23:59,CRT,4.3,2.0,MANUAL,Y,IR,,,N,27.173178,81.976731
TLR,TULSIPUR,LJN,NE,BALRAMPUR,UTTAR PRADESH,06:00,23:59,CRT,3.5,1.0,MANUAL,N,IR,,,N,27.531852,82.408282
TQN,TIKUNIA,LJN,NE,KHERI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,7.3,,,,IR,,,,28.37837222,80.98134722
TSF,TAHSIL FATEHPUR,LJN,NE,BARABANKI,UTTAR PRADESH,06:00,22:00,GOODS-SHED,2.8,1.0,MANUAL,N,IR,,,N,27.16845767,81.20388383
TSG,SITAPUR CITY THOMPSONGANJ SDG,LJN,NE,SITAPUR,UTTAR PRADESH,00:00,23:59,GOODS-SHED,7.7,3.0,MANUAL,Y,IR,,,N,27.569917,80.690289
BNV,BINNAGURI,APDJ,NF,JALPAIGURI,WEST BENGAL,06:00,22:00,GOODS-SHED,2.9,6.0,MANUAL,N,IR,BNV,,N,26.74743333,89.05266667
BSGN,BASUGAON,APDJ,NF,CHIRANG,ASSAM,06:00,22:00,GOODS-SHED,1.6,1.0,MANUAL,N,IR,KAMG,,N,26.46016,90.419765
BXT,BAMAN HAT,APDJ,NF,COOCHBEHAR,WEST BENGAL,06:00,22:00,GOODS-SHED,4.0,,,,,,,,26.070665,89.58741667
CBD,CHANGRA BANDHA,APDJ,NF,COOCHBEHAR,WEST BENGAL,06:00,23:59,GOODS-SHED,3.4,1.0,MANUAL,N,IR,RNI,,N,26.41286,88.91957833
DBB,DHUBRI,APDJ,NF,DHUBRI,ASSAM,06:00,18:00,GOODS-SHED,7.9,1.0,MANUAL,N,IR,KAMG,,N,26.02270667,89.97783833
DDM,DAMDIM,APDJ,NF,JALPAIGURI,WEST BENGAL,06:00,22:00,GOODS-SHED,4.4,,,,,,,,26.85891167,88.67141167
DLO,DALGAON,APDJ,NF,ALIPURDUAR,WEST BENGAL,06:00,22:00,GOODS-SHED,5.2,1.0,BOTH,N,IR,BNV,,N,26.71454667,89.136665
DQG,DHUPGURI,APDJ,NF,JALPAIGURI,WEST BENGAL,06:00,22:00,GOODS-SHED,3.1,1.0,MANUAL,N,IR,RNI,,N,26.57401667,88.99367833
FKM,FAKIRAGRAM JN.,APDJ,NF,KOKRAJHAR,ASSAM,06:00,22:00,GOODS-SHED,6.6,1.0,MANUAL,N,IR,KAMG,,N,26.36494722,90.186525
FLK,FALAKATA,APDJ,NF,ALIPURDUAR,WEST BENGAL,06:00,22:00,GOODS-SHED,3.0,1.0,MANUAL,N,IR,RNI,,N,26.53934167,89.19127167
GLMA,GULMA,APDJ,NF,DARJEELING,WEST BENGAL,06:00,22:00,GOODS-SHED,5.0,,,,,,,,26.80311111,88.404475
GOGH,GOSAIGAON HAT,APDJ,NF,KOKRAJHAR,ASSAM,06:00,22:00,GOODS-SHED,7.4,1.0,MANUAL,N,IR,KAMG,,N,26.42958833,89.97667667
GUP,GAURIPUR,APDJ,NF,DHUBRI,ASSAM,07:00,18:00,GOODS-SHED,5.9,,,,,,,,26.07679444,89.95648611
HSA,HASIMARA,APDJ,NF,ALIPURDUAR,WEST BENGAL,06:00,22:00,CRT,1.4,1.0,MANUAL,Y,IR,BNV,,N,26.72706167,89.34716833
JOQ,JORAI,APDJ,NF,COOCHBEHAR,WEST BENGAL,,,GOODS-SHED,1.4,1.0,MANUAL,N,IR,KAMG,,N,26.45493833,89.80435167
JPE,JALPAIGURI ROAD,APDJ,NF,JALPAIGURI,WEST BENGAL,06:00,22:00,GOODS-SHED,6.5,,,,,,,,26.55931167,88.70900167
